Frequency,Monetary,Recency,R_score,F_score,M_score,RFM_Score,Segment,Churn
1,168.0,128,2,1,1,211,Lost Customers,1
3,1221.56,39,3,3,4,334,Loyal Customers,0
7,3703.29,168,2,5,5,255,At Risk,0
5,1690.2600000000002,8,5,4,4,544,Champions,0
2,596.85,213,1,3,3,133,At Risk,0
6,5955.71,14,4,5,5,455,Champions,0
2,642.41,169,2,3,3,233,At Risk,0
1,316.88,39,3,1,2,312,Lost Customers,1
1,394.14,185,1,1,2,112,Lost Customers,1
1,140.54,269,1,1,1,111,Lost Customers,1
1,500.0,171,2,1,3,213,Lost Customers,1
4,1535.53,4,5,4,4,544,Champions,0
2,231.86,15,4,3,1,431,Loyal Customers,0
4,2183.54,9,5,4,5,545,Champions,0
1,107.45,325,1,1,1,111,Lost Customers,1
1,288.18,112,2,1,2,212,Lost Customers,1
1,94.0,289,1,1,1,111,Lost Customers,1
2,1345.53,15,4,3,4,434,Loyal Customers,0
3,815.77,0,5,3,3,533,Loyal Customers,0
5,716.2,91,2,4,3,243,At Risk,0
2,626.77,148,2,3,3,233,At Risk,0
1,349.1,188,1,1,2,112,Lost Customers,1
2,510.71000000000004,30,4,3,3,433,Loyal Customers,0
4,1046.74,33,3,4,4,344,Loyal Customers,0
1,267.18,263,1,1,2,112,Lost Customers,1
8,3450.84,83,2,5,5,255,At Risk,0
4,1348.93,25,4,4,4,444,Champions,0
1,190.53,170,2,1,1,211,Lost Customers,1
3,774.9000000000001,9,5,3,3,533,Loyal Customers,0
1,559.61,312,1,1,3,113,Lost Customers,1
4,3984.32,64,3,4,5,345,Loyal Customers,0
1,508.8,84,2,1,3,213,Lost Customers,1
1,135.86,24,4,1,1,411,New  Customers,0
4,950.36,58,3,4,4,344,Loyal Customers,0
2,97.7,322,1,3,1,131,At Risk,0
1,43.5,37,3,1,1,311,Lost Customers,1
2,383.34,253,1,3,2,132,At Risk,0
5,1404.07,18,4,4,4,444,Champions,0
3,1430.54,32,4,3,4,434,Loyal Customers,0
1,93.78,14,4,1,1,411,New  Customers,0
2,397.35,26,4,3,2,432,Loyal Customers,0
1,171.19,22,4,1,1,411,New  Customers,0
2,533.3,213,1,3,3,133,At Risk,0
5,1041.48,7,5,4,4,544,Champions,0
1,149.29,21,4,1,1,411,New  Customers,0
3,1067.75,11,5,3,4,534,Loyal Customers,0
1,200.16,261,1,1,1,111,Lost Customers,1
1,156.57999999999998,130,2,1,1,211,Lost Customers,1
3,383.68,54,3,3,2,332,Loyal Customers,0
1,594.0,248,1,1,3,113,Lost Customers,1
7,3213.59,1,5,5,5,555,Champions,0
2,1411.21,8,5,3,4,534,Loyal Customers,0
1,113.5,263,1,1,1,111,Lost Customers,1
1,155.17,330,1,1,1,111,Lost Customers,1
1,494.64,312,1,1,3,113,Lost Customers,1
3,974.52,25,4,3,4,434,Loyal Customers,0
1,429.84,29,4,1,2,412,New  Customers,0
3,528.48,29,4,3,3,433,Loyal Customers,0
7,1371.77,1,5,5,4,554,Champions,0
1,179.1,361,1,1,1,111,Lost Customers,1
3,434.59000000000003,282,1,3,2,132,At Risk,0
1,237.07,261,1,1,1,111,Lost Customers,1
1,161.64,24,4,1,1,411,New  Customers,0
1,214.26,353,1,1,1,111,Lost Customers,1
3,234.6,93,2,3,1,231,At Risk,0
1,126.14,28,4,1,1,411,New  Customers,0
1,1044.65,337,1,1,4,114,Lost Customers,1
18,7354.62,19,4,5,5,455,Champions,0
1,334.53,84,2,1,2,212,Lost Customers,1
3,524.88,8,5,3,3,533,Loyal Customers,0
2,467.51,50,3,3,2,332,Loyal Customers,0
2,538.55,49,3,3,3,333,Loyal Customers,0
1,454.48,1,5,1,2,512,New  Customers,0
1,371.56,112,2,1,2,212,Lost Customers,1
7,1771.2,13,4,5,4,454,Champions,0
1,454.10999999999996,76,2,1,2,212,Lost Customers,1
2,1399.92,39,3,3,4,334,Loyal Customers,0
1,905.5,115,2,1,3,213,Lost Customers,1
12,10879.76,15,4,5,5,455,Champions,0
4,225.26,160,2,4,1,241,At Risk,0
4,3590.41,0,5,4,5,545,Champions,0
3,2564.5,29,4,3,5,435,Loyal Customers,0
1,91.32000000000001,92,2,1,1,211,Lost Customers,1
3,1134.28,22,4,3,4,434,Loyal Customers,0
6,3100.09,94,2,5,5,255,At Risk,0
2,659.4599999999999,27,4,3,3,433,Loyal Customers,0
5,1953.41,32,4,4,4,444,Champions,0
2,1280.58,20,4,3,4,434,Loyal Customers,0
2,1262.2,17,4,3,4,434,Loyal Customers,0
27,13316.4,2,5,5,5,555,Champions,0
4,1131.56,7,5,4,4,544,Champions,0
12,10384.93,15,4,5,5,455,Champions,0
1,141.04,362,1,1,1,111,Lost Customers,1
1,52.83,80,2,1,1,211,Lost Customers,1
5,3610.96,52,3,4,5,345,Loyal Customers,0
3,972.08,22,4,3,4,434,Loyal Customers,0
1,475.86,171,2,1,2,212,Lost Customers,1
6,1000.27,188,1,5,4,154,At Risk,0
1,250.0,330,1,1,2,112,Lost Customers,1
5,900.53,11,5,4,3,543,Loyal Customers,0
2,121.0,155,2,3,1,231,At Risk,0
19,14758.220000000001,32,4,5,5,455,Champions,0
11,4023.7200000000003,11,5,5,5,555,Champions,0
3,62.43,44,3,3,1,331,Loyal Customers,0
1,267.03,232,1,1,2,112,Lost Customers,1
8,1921.55,63,3,5,4,354,Loyal Customers,0
1,343.5,1,5,1,2,512,New  Customers,0
8,3000.2,39,3,5,5,355,Loyal Customers,0
2,397.99,32,4,3,2,432,Loyal Customers,0
1,412.01000000000005,83,2,1,2,212,Lost Customers,1
1,440.0,24,4,1,2,412,New  Customers,0
3,734.37,1,5,3,3,533,Loyal Customers,0
2,148.44,32,4,3,1,431,Loyal Customers,0
8,2428.53,18,4,5,5,455,Champions,0
1,229.33,253,1,1,1,111,Lost Customers,1
11,3962.6,22,4,5,5,455,Champions,0
4,1497.31,21,4,4,4,444,Champions,0
2,1972.39,7,5,3,4,534,Loyal Customers,0
4,1564.73,24,4,4,4,444,Champions,0
3,807.57,18,4,3,3,433,Loyal Customers,0
4,502.9,172,2,4,3,243,At Risk,0
1,110.92,162,2,1,1,211,Lost Customers,1
1,538.46,6,5,1,3,513,New  Customers,0
1,213.3,10,5,1,1,511,New  Customers,0
1,85.13000000000001,113,2,1,1,211,Lost Customers,1
1,127.86,287,1,1,1,111,Lost Customers,1
9,3546.71,8,5,5,5,555,Champions,0
2,288.96999999999997,53,3,3,2,332,Loyal Customers,0
14,4910.6,6,5,5,5,555,Champions,0
3,1681.46,76,2,3,4,234,At Risk,0
4,575.63,3,5,4,3,543,Loyal Customers,0
1,436.06,36,3,1,2,312,Lost Customers,1
1,90.12,216,1,1,1,111,Lost Customers,1
1,428.93,59,3,1,2,312,Lost Customers,1
1,217.2,277,1,1,1,111,Lost Customers,1
16,4794.86,11,5,5,5,555,Champions,0
1,279.77,23,4,1,2,412,New  Customers,0
1,468.91,28,4,1,2,412,New  Customers,0
4,800.59,11,5,4,3,543,Loyal Customers,0
1,134.55,351,1,1,1,111,Lost Customers,1
4,1400.44,21,4,4,4,444,Champions,0
2,173.16,49,3,3,1,331,Loyal Customers,0
1,186.01,18,4,1,1,411,New  Customers,0
3,758.29,2,5,3,3,533,Loyal Customers,0
5,1375.71,103,2,4,4,244,At Risk,0
12,4148.82,6,5,5,5,555,Champions,0
4,650.4300000000001,11,5,4,3,543,Loyal Customers,0
7,2533.42,4,5,5,5,555,Champions,0
2,591.1899999999999,31,4,3,3,433,Loyal Customers,0
4,675.64,177,2,4,3,243,At Risk,0
1,921.37,37,3,1,3,313,Lost Customers,1
3,258.88,150,2,3,2,232,At Risk,0
1,127.1,161,2,1,1,211,Lost Customers,1
2,327.6,68,3,3,2,332,Loyal Customers,0
13,3675.77,120,2,5,5,255,At Risk,0
3,682.9100000000001,24,4,3,3,433,Loyal Customers,0
4,720.86,23,4,4,3,443,Loyal Customers,0
1,455.3,176,2,1,2,212,Lost Customers,1
4,913.6800000000001,49,3,4,3,343,Loyal Customers,0
3,478.53000000000003,255,1,3,2,132,At Risk,0
1,388.58,46,3,1,2,312,Lost Customers,1
1,199.8,70,3,1,1,311,Lost Customers,1
5,1771.78,15,4,4,4,444,Champions,0
5,1406.59,100,2,4,4,244,At Risk,0
1,324.57,34,3,1,2,312,Lost Customers,1
1,240.68,52,3,1,1,311,Lost Customers,1
2,761.74,26,4,3,3,433,Loyal Customers,0
14,6776.56,10,5,5,5,555,Champions,0
9,1297.8700000000001,7,5,5,4,554,Champions,0
1,48.480000000000004,78,2,1,1,211,Lost Customers,1
1,216.39,51,3,1,1,311,Lost Customers,1
5,1198.23,35,3,4,4,344,Loyal Customers,0
9,2920.16,60,3,5,5,355,Loyal Customers,0
1,104.76,336,1,1,1,111,Lost Customers,1
4,1093.68,27,4,4,4,444,Champions,0
1,298.48,183,1,1,2,112,Lost Customers,1
1,112.46000000000001,51,3,1,1,311,Lost Customers,1
13,1591.45,9,5,5,4,554,Champions,0
2,195.15,35,3,3,1,331,Loyal Customers,0
23,10399.74,9,5,5,5,555,Champions,0
4,776.851,32,4,4,3,443,Loyal Customers,0
1,336.40000000000003,10,5,1,2,512,New  Customers,0
3,1553.18,56,3,3,4,334,Loyal Customers,0
4,1293.03,3,5,4,4,544,Champions,0
9,3709.56,42,3,5,5,355,Loyal Customers,0
1,301.03,140,2,1,2,212,Lost Customers,1
4,588.13,116,2,4,3,243,At Risk,0
4,1534.26,103,2,4,4,244,At Risk,0
2,675.8,74,2,3,3,233,At Risk,0
9,2870.2400000000002,4,5,5,5,555,Champions,0
2,1186.35,44,3,3,4,334,Loyal Customers,0
8,3285.31,15,4,5,5,455,Champions,0
1,243.55,16,4,1,1,411,New  Customers,0
2,724.76,89,2,3,3,233,At Risk,0
1,223.36,52,3,1,1,311,Lost Customers,1
1,425.32,133,2,1,2,212,Lost Customers,1
15,12416.11,3,5,5,5,555,Champions,0
4,1887.2,104,2,4,4,244,At Risk,0
3,664.0,191,1,3,3,133,At Risk,0
4,803.54,165,2,4,3,243,At Risk,0
1,612.01,18,4,1,3,413,New  Customers,0
3,447.64000000000004,157,2,3,2,232,At Risk,0
2,639.5,203,1,3,3,133,At Risk,0
2,816.0,335,1,3,3,133,At Risk,0
3,646.3,36,3,3,3,333,Loyal Customers,0
1,337.74,90,2,1,2,212,Lost Customers,1
2,877.4399999999999,92,2,3,3,233,At Risk,0
2,922.53,8,5,3,3,533,Loyal Customers,0
1,560.67,242,1,1,3,113,Lost Customers,1
4,748.5,44,3,4,3,343,Loyal Customers,0
1,30.0,22,4,1,1,411,New  Customers,0
5,1024.1000000000001,189,1,4,4,144,At Risk,0
1,306.45,43,3,1,2,312,Lost Customers,1
9,1600.86,24,4,5,4,454,Champions,0
2,309.8,316,1,3,2,132,At Risk,0
1,138.14,105,2,1,1,211,Lost Customers,1
1,386.43,50,3,1,2,312,Lost Customers,1
2,2222.21,167,2,3,5,235,At Risk,0
1,301.32,39,3,1,2,312,Lost Customers,1
1,76.32000000000001,217,1,1,1,111,Lost Customers,1
4,684.34,39,3,4,3,343,Loyal Customers,0
1,173.05,296,1,1,1,111,Lost Customers,1
7,2657.13,18,4,5,5,455,Champions,0
4,2726.23,87,2,4,5,245,At Risk,0
5,2446.6,72,2,4,5,245,At Risk,0
3,323.69,80,2,3,2,232,At Risk,0
3,3435.76,18,4,3,5,435,Loyal Customers,0
1,657.23,48,3,1,3,313,Lost Customers,1
1,352.7,52,3,1,2,312,Lost Customers,1
4,781.28,23,4,4,3,443,Loyal Customers,0
3,1333.68,8,5,3,4,534,Loyal Customers,0
5,1426.16,24,4,4,4,444,Champions,0
1,193.75,116,2,1,1,211,Lost Customers,1
9,2993.1,8,5,5,5,555,Champions,0
2,254.1,119,2,3,2,232,At Risk,0
2,239.76,3,5,3,1,531,Loyal Customers,0
1,136.8,251,1,1,1,111,Lost Customers,1
1,191.04,27,4,1,1,411,New  Customers,0
14,6479.4,0,5,5,5,555,Champions,0
2,409.98,266,1,3,2,132,At Risk,0
8,2711.11,32,4,5,5,455,Champions,0
1,309.65,17,4,1,2,412,New  Customers,0
2,696.68,171,2,3,3,233,At Risk,0
4,1529.0,1,5,4,4,544,Champions,0
1,211.5,264,1,1,1,111,Lost Customers,1
4,2293.62,139,2,4,5,245,At Risk,0
1,143.1,200,1,1,1,111,Lost Customers,1
4,1060.56,63,3,4,4,344,Loyal Customers,0
4,916.98,34,3,4,3,343,Loyal Customers,0
7,3235.25,40,3,5,5,355,Loyal Customers,0
1,133.25,283,1,1,1,111,Lost Customers,1
5,1072.3600000000001,8,5,4,4,544,Champions,0
2,356.7,142,2,3,2,232,At Risk,0
2,330.03000000000003,11,5,3,2,532,Loyal Customers,0
4,1101.1100000000001,145,2,4,4,244,At Risk,0
1,150.3,233,1,1,1,111,Lost Customers,1
13,5030.07,32,4,5,5,455,Champions,0
1,598.73,23,4,1,3,413,New  Customers,0
1,471.40000000000003,11,5,1,2,512,New  Customers,0
5,2211.21,35,3,4,5,345,Loyal Customers,0
1,190.7,364,1,1,1,111,Lost Customers,1
2,218.25,200,1,3,1,131,At Risk,0
1,415.25,14,4,1,2,412,New  Customers,0
7,5159.06,16,4,5,5,455,Champions,0
1,85.0,212,1,1,1,111,Lost Customers,1
3,1120.88,65,3,3,4,334,Loyal Customers,0
2,294.12,211,1,3,2,132,At Risk,0
1,162.3,282,1,1,1,111,Lost Customers,1
2,1339.45,114,2,3,4,234,At Risk,0
8,1188.1200000000001,14,4,5,4,454,Champions,0
16,4812.42,18,4,5,5,455,Champions,0
1,449.12,65,3,1,2,312,Lost Customers,1
1,154.88,48,3,1,1,311,Lost Customers,1
4,775.96,15,4,4,3,443,Loyal Customers,0
1,34.8,77,2,1,1,211,Lost Customers,1
4,1094.59,18,4,4,4,444,Champions,0
1,196.88,133,2,1,1,211,Lost Customers,1
3,946.64,12,5,3,4,534,Loyal Customers,0
1,144.36,39,3,1,1,311,Lost Customers,1
3,44534.3,234,1,3,5,135,At Risk,0
8,2463.05,2,5,5,5,555,Champions,0
7,2626.6,39,3,5,5,355,Loyal Customers,0
1,79.2,304,1,1,1,111,Lost Customers,1
3,458.57,50,3,3,2,332,Loyal Customers,0
6,2364.25,9,5,5,5,555,Champions,0
4,528.01,60,3,4,3,343,Loyal Customers,0
2,714.42,65,3,3,3,333,Loyal Customers,0
1,205.25,24,4,2,1,421,New  Customers,0
3,253.04,217,1,3,2,132,At Risk,0
2,583.75,64,3,3,3,333,Loyal Customers,0
2,1086.92,31,4,3,4,434,Loyal Customers,0
6,3279.97,87,2,5,5,255,At Risk,0
1,315.06,63,3,2,2,322,Lost Customers,1
3,621.8299999999999,115,2,4,3,243,At Risk,0
26,56252.72,6,5,5,5,555,Champions,0
1,635.6800000000001,5,5,2,3,523,New  Customers,0
1,270.8,68,3,2,2,322,Lost Customers,1
1,104.9,244,1,2,1,121,Lost Customers,1
1,241.62,132,2,2,1,221,Lost Customers,1
4,1047.11,240,1,4,4,144,At Risk,0
3,475.28000000000003,183,1,4,2,142,At Risk,0
3,345.46,24,4,4,2,442,Loyal Customers,0
3,2614.7400000000002,9,5,4,5,545,Champions,0
1,246.3,10,5,2,1,521,New  Customers,0
5,2328.9700000000003,32,4,4,5,445,Champions,0
3,4919.0,45,3,4,5,345,Loyal Customers,0
3,933.26,25,4,4,3,443,Loyal Customers,0
1,351.3,357,1,2,2,122,Lost Customers,1
1,218.75,9,5,2,1,521,New  Customers,0
2,1612.69,43,3,3,4,334,Loyal Customers,0
3,965.61,14,4,4,4,444,Champions,0
1,610.01,149,2,2,3,223,Lost Customers,1
8,2708.61,0,5,5,5,555,Champions,0
4,2207.4,112,2,4,5,245,At Risk,0
3,884.14,75,2,4,3,243,At Risk,0
2,696.89,106,2,3,3,233,At Risk,0
3,1063.95,45,3,4,4,344,Loyal Customers,0
1,451.42,142,2,2,2,222,Lost Customers,1
1,415.82000000000005,50,3,2,2,322,Lost Customers,1
13,4206.39,0,5,5,5,555,Champions,0
17,5488.18,22,4,5,5,455,Champions,0
3,784.58,45,3,4,3,343,Loyal Customers,0
3,903.9,49,3,4,3,343,Loyal Customers,0
4,3651.27,305,1,4,5,145,At Risk,0
5,515.77,35,3,4,3,343,Loyal Customers,0
4,1391.98,78,2,4,4,244,At Risk,0
6,2218.62,21,4,5,5,455,Champions,0
5,1801.14,106,2,4,4,244,At Risk,0
2,1303.9099999999999,207,1,3,4,134,At Risk,0
4,1945.33,16,4,4,4,444,Champions,0
5,2100.6,63,3,4,5,345,Loyal Customers,0
4,1905.45,48,3,4,4,344,Loyal Customers,0
1,206.98,319,1,2,1,121,Lost Customers,1
2,570.96,43,3,3,3,333,Loyal Customers,0
2,885.47,2,5,3,3,533,Loyal Customers,0
1,15.0,371,1,2,1,121,Lost Customers,1
1,532.94,171,2,2,3,223,Lost Customers,1
3,1654.31,55,3,4,4,344,Loyal Customers,0
14,1836.0900000000001,72,2,5,4,254,At Risk,0
2,636.14,98,2,3,3,233,At Risk,0
1,576.0,37,3,2,3,323,Lost Customers,1
3,794.64,57,3,4,3,343,Loyal Customers,0
1,836.79,253,1,2,3,123,Lost Customers,1
4,2225.15,69,3,4,5,345,Loyal Customers,0
4,954.09,43,3,4,4,344,Loyal Customers,0
1,137.37,49,3,2,1,321,Lost Customers,1
1,391.98,64,3,2,2,322,Lost Customers,1
19,33643.08,10,5,5,5,555,Champions,0
3,1048.49,32,4,4,4,444,Champions,0
2,355.56,58,3,3,2,332,Loyal Customers,0
4,1224.06,72,2,4,4,244,At Risk,0
1,118.95000000000002,303,1,2,1,121,Lost Customers,1
1,130.73999999999998,45,3,2,1,321,Lost Customers,1
8,3711.77,17,4,5,5,455,Champions,0
2,389.27,37,3,3,2,332,Loyal Customers,0
2,234.88,18,4,3,1,431,Loyal Customers,0
2,160.71,186,1,3,1,131,At Risk,0
1,110.8,51,3,2,1,321,Lost Customers,1
12,2969.12,3,5,5,5,555,Champions,0
5,712.24,136,2,4,3,243,At Risk,0
27,16143.64,3,5,5,5,555,Champions,0
1,297.0,18,4,2,2,422,New  Customers,0
5,1427.57,15,4,4,4,444,Champions,0
8,965.16,40,3,5,4,354,Loyal Customers,0
8,3146.92,11,5,5,5,555,Champions,0
4,832.88,7,5,4,3,543,Loyal Customers,0
2,68.84,25,4,3,1,431,Loyal Customers,0
6,1936.3200000000002,21,4,5,4,454,Champions,0
3,895.13,40,3,4,3,343,Loyal Customers,0
1,211.89,100,2,2,1,221,Lost Customers,1
15,3810.14,4,5,5,5,555,Champions,0
2,149.64,276,1,3,1,131,At Risk,0
1,351.44,32,4,2,2,422,New  Customers,0
2,316.25,14,4,3,2,432,Loyal Customers,0
7,4405.88,63,3,5,5,355,Loyal Customers,0
2,490.33,1,5,3,3,533,Loyal Customers,0
1,329.03000000000003,368,1,2,2,122,Lost Customers,1
5,501.39000000000004,311,1,4,3,143,At Risk,0
4,516.36,198,1,4,3,143,At Risk,0
2,396.48,1,5,3,2,532,Loyal Customers,0
3,379.35,92,2,4,2,242,At Risk,0
1,181.09,59,3,2,1,321,Lost Customers,1
1,168.31,80,2,2,1,221,Lost Customers,1
2,420.07,156,2,3,2,232,At Risk,0
1,511.68,226,1,2,3,123,Lost Customers,1
2,258.25,252,1,3,2,132,At Risk,0
1,179.17,149,2,2,1,221,Lost Customers,1
2,208.59,193,1,3,1,131,At Risk,0
5,1383.83,0,5,4,4,544,Champions,0
1,56.25,368,1,2,1,121,Lost Customers,1
1,337.28,23,4,2,2,422,New  Customers,0
3,351.73,16,4,4,2,442,Loyal Customers,0
7,5126.76,9,5,5,5,555,Champions,0
1,164.68,7,5,2,1,521,New  Customers,0
7,1567.69,19,4,5,4,454,Champions,0
3,882.72,3,5,4,3,543,Loyal Customers,0
1,191.94,173,2,2,1,221,Lost Customers,1
8,1228.88,0,5,5,4,554,Champions,0
2,264.62,177,2,3,2,232,At Risk,0
8,1502.8600000000001,15,4,5,4,454,Champions,0
1,123.1,247,1,2,1,121,Lost Customers,1
2,334.23,190,1,3,2,132,At Risk,0
2,525.69,19,4,3,3,433,Loyal Customers,0
4,167.5,153,2,4,1,241,At Risk,0
1,323.03000000000003,172,2,2,2,222,Lost Customers,1
1,369.5,372,1,2,2,122,Lost Customers,1
1,127.08,372,1,2,1,121,Lost Customers,1
1,207.15,193,1,2,1,121,Lost Customers,1
1,426.63,66,3,2,2,322,Lost Customers,1
8,2495.87,3,5,5,5,555,Champions,0
3,1107.46,20,4,4,4,444,Champions,0
2,416.86,238,1,3,2,132,At Risk,0
1,145.35,63,3,2,1,321,Lost Customers,1
5,404.58,111,2,4,2,242,At Risk,0
15,6115.01,89,2,5,5,255,At Risk,0
1,35.8,310,1,2,1,121,Lost Customers,1
1,337.44,133,2,2,2,222,Lost Customers,1
1,325.1,276,1,2,2,122,Lost Customers,1
1,181.0,364,1,2,1,121,Lost Customers,1
1,1708.24,82,2,2,4,224,Lost Customers,1
2,955.24,7,5,3,4,534,Loyal Customers,0
2,364.72,16,4,3,2,432,Loyal Customers,0
4,1744.71,31,4,4,4,444,Champions,0
2,708.22,8,5,3,3,533,Loyal Customers,0
4,781.91,33,3,4,3,343,Loyal Customers,0
8,1657.28,14,4,5,4,454,Champions,0
14,4416.26,23,4,5,5,455,Champions,0
1,428.89,31,4,2,2,422,New  Customers,0
1,104.35,73,2,2,1,221,Lost Customers,1
2,470.76,19,4,3,2,432,Loyal Customers,0
4,808.87,16,4,4,3,443,Loyal Customers,0
2,397.68,22,4,3,2,432,Loyal Customers,0
3,666.1,2,5,4,3,543,Loyal Customers,0
1,314.1,303,1,2,2,122,Lost Customers,1
12,4199.85,17,4,5,5,455,Champions,0
1,307.82000000000005,366,1,2,2,122,Lost Customers,1
7,3442.15,38,3,5,5,355,Loyal Customers,0
1,371.01,83,2,2,2,222,Lost Customers,1
2,427.64,164,2,3,2,232,At Risk,0
2,1054.73,16,4,3,4,434,Loyal Customers,0
1,1098.78,76,2,2,4,224,Lost Customers,1
3,2398.86,88,2,4,5,245,At Risk,0
8,3408.48,24,4,5,5,455,Champions,0
4,1465.12,21,4,4,4,444,Champions,0
10,2780.63,2,5,5,5,555,Champions,0
2,1142.42,122,2,3,4,234,At Risk,0
1,168.12,29,4,2,1,421,New  Customers,0
7,1432.77,11,5,5,4,554,Champions,0
1,156.78,18,4,2,1,421,New  Customers,0
2,792.11,43,3,3,3,333,Loyal Customers,0
1,41.989999999999995,3,5,2,1,521,New  Customers,0
7,2777.67,8,5,5,5,555,Champions,0
1,414.27,54,3,2,2,322,Lost Customers,1
6,1032.58,87,2,5,4,254,At Risk,0
5,3080.22,36,3,4,5,345,Loyal Customers,0
3,12393.7,2,5,4,5,545,Champions,0
5,2735.37,29,4,4,5,445,Champions,0
4,578.71,11,5,4,3,543,Loyal Customers,0
1,101.4,210,1,2,1,121,Lost Customers,1
4,1693.81,47,3,4,4,344,Loyal Customers,0
3,478.78,23,4,4,2,442,Loyal Customers,0
4,972.11,21,4,4,4,444,Champions,0
3,392.4,245,1,4,2,142,At Risk,0
16,3352.96,7,5,5,5,555,Champions,0
3,1415.29,34,3,4,4,344,Loyal Customers,0
47,37130.6,3,5,5,5,555,Champions,0
3,646.83,37,3,4,3,343,Loyal Customers,0
3,704.55,3,5,4,3,543,Loyal Customers,0
8,1465.51,2,5,5,4,554,Champions,0
1,211.88,46,3,2,1,321,Lost Customers,1
2,408.90000000000003,38,3,3,2,332,Loyal Customers,0
9,3786.2400000000002,46,3,5,5,355,Loyal Customers,0
3,851.01,16,4,4,3,443,Loyal Customers,0
1,602.63,259,1,2,3,123,Lost Customers,1
3,719.81,45,3,4,3,343,Loyal Customers,0
1,251.03,11,5,2,2,522,New  Customers,0
1,439.65999999999997,29,4,2,2,422,New  Customers,0
1,236.09,42,3,2,1,321,Lost Customers,1
6,934.62,91,2,5,4,254,At Risk,0
63,80850.84,38,3,5,5,355,Loyal Customers,0
1,331.24,309,1,2,2,122,Lost Customers,1
2,547.9,91,2,3,3,233,At Risk,0
20,8778.82,5,5,5,5,555,Champions,0
3,437.7,195,1,4,2,142,At Risk,0
2,758.92,86,2,3,3,233,At Risk,0
3,855.02,269,1,4,3,143,At Risk,0
3,471.78000000000003,7,5,4,2,542,Loyal Customers,0
3,1313.55,64,3,4,4,344,Loyal Customers,0
3,3166.4,30,4,4,5,445,Champions,0
5,1177.47,21,4,4,4,444,Champions,0
4,773.99,37,3,4,3,343,Loyal Customers,0
4,1340.7,119,2,4,4,244,At Risk,0
2,256.44,372,1,3,2,132,At Risk,0
3,1074.81,39,3,4,4,344,Loyal Customers,0
1,137.9,173,2,2,1,221,Lost Customers,1
1,362.06,53,3,2,2,322,Lost Customers,1
2,1511.95,32,4,3,4,434,Loyal Customers,0
1,783.9,144,2,2,3,223,Lost Customers,1
1,134.8,220,1,2,1,121,Lost Customers,1
1,650.75,44,3,2,3,323,Lost Customers,1
7,2263.12,15,4,5,5,455,Champions,0
6,1453.16,65,3,5,4,354,Loyal Customers,0
4,1153.62,9,5,4,4,544,Champions,0
1,335.32,259,1,2,2,122,Lost Customers,1
1,367.14,364,1,2,2,122,Lost Customers,1
5,1521.04,16,4,4,4,444,Champions,0
2,852.15,21,4,3,3,433,Loyal Customers,0
1,326.24,44,3,2,2,322,Lost Customers,1
1,584.3199999999999,287,1,2,3,123,Lost Customers,1
1,122.39999999999999,296,1,2,1,121,Lost Customers,1
10,2234.73,2,5,5,5,555,Champions,0
1,79.2,283,1,2,1,121,Lost Customers,1
3,1352.0,16,4,4,4,444,Champions,0
2,217.16,81,2,3,1,231,At Risk,0
5,2799.42,55,3,4,5,345,Loyal Customers,0
2,1317.62,100,2,3,4,234,At Risk,0
1,436.18,298,1,2,2,122,Lost Customers,1
5,981.51,22,4,4,4,444,Champions,0
5,1121.39,58,3,4,4,344,Loyal Customers,0
2,315.06,154,2,3,2,232,At Risk,0
3,817.86,114,2,4,3,243,At Risk,0
1,17.0,106,2,2,1,221,Lost Customers,1
4,1078.23,11,5,4,4,544,Champions,0
1,320.62,263,1,2,2,122,Lost Customers,1
1,185.04999999999998,239,1,2,1,121,Lost Customers,1
7,2005.63,87,2,5,4,254,At Risk,0
3,731.9,49,3,4,3,343,Loyal Customers,0
1,1290.7,70,3,2,4,324,Lost Customers,1
3,1842.14,41,3,4,4,344,Loyal Customers,0
6,1429.64,6,5,5,4,554,Champions,0
1,298.21,61,3,2,2,322,Lost Customers,1
1,336.96,248,1,2,2,122,Lost Customers,1
1,108.38,65,3,2,1,321,Lost Customers,1
7,3204.1600000000003,17,4,5,5,455,Champions,0
1,842.5,84,2,2,3,223,Lost Customers,1
2,611.88,218,1,3,3,133,At Risk,0
3,1320.95,44,3,4,4,344,Loyal Customers,0
4,195.73999999999998,142,2,4,1,241,At Risk,0
1,161.38,182,1,2,1,121,Lost Customers,1
1,135.75000000000003,170,2,2,1,221,Lost Customers,1
8,1660.8799999999999,9,5,5,4,554,Champions,0
1,612.78,211,1,2,3,123,Lost Customers,1
1,232.21,189,1,2,1,121,Lost Customers,1
2,423.36,7,5,3,2,532,Loyal Customers,0
4,1309.14,58,3,4,4,344,Loyal Customers,0
2,854.66,56,3,3,3,333,Loyal Customers,0
4,684.4200000000001,72,2,4,3,243,At Risk,0
1,307.78,51,3,2,2,322,Lost Customers,1
1,249.0,316,1,2,1,121,Lost Customers,1
1,289.35,366,1,2,2,122,Lost Customers,1
4,6287.77,28,4,4,5,445,Champions,0
1,656.25,38,3,2,3,323,Lost Customers,1
5,1880.22,17,4,4,4,444,Champions,0
6,3506.54,51,3,5,5,355,Loyal Customers,0
33,14589.04,3,5,5,5,555,Champions,0
2,618.09,21,4,3,3,433,Loyal Customers,0
1,517.55,262,1,2,3,123,Lost Customers,1
